Name,Artist,Album,Genre,Charter,Year,songlength
Big Chungus (Time Outify Remix),James LaBrie,Sussy Gamers,Funnyhouse,Miscellany,2021,27584
Last Summer (feat. Lights),Tokyo Machine & Weird Genius,Last Summer,Future Bass,Matharu,2021,174695
Ping! 2,Exyl,Ping! 2,Future Bass/fluteGang,Matharu,2021,189752
Ephemeral,Geoxor,Ephemeral,Future Trap,Matharu,2021,210027
i thlammed my penith in the car door,Sol Scribbles,I thlammed my penith in the car door,Hardcore Gangsta Rap,StormEagle,2021,16046
MONTERO (Call Me By Your Name),Lil Nas X,Unknown Album,Hip Hop/Rap,DeepFriedDVD,2021,189869
Tell the Vision,Kanye West,Donda,hiphoprap,Unknown Charter,2021,113083
MONTERO (Call Me by Your Name),Lil Nas X,MONTERO,hiphoprap,"Harmonix, Rhythm Authors",2021,142320
Astronaut in the Ocean,Masked Wolf,Astronomical,hiphoprap,Unknown Charter,2021,134399
Paralyzed,Sueco,Paralyzed,hiphoprap,"Harmonix, Rhythm Authors",2021,166399
Gospel (Vs. Whitty Remix),Mike Geno and SanoBoy7878,Mid-Fight Masses (Vs. Whitty Remix),Holy Rock,Matharu,2021,186002
Sarv-odila,Mike Geno,Mid-Fight Masses OST,Holy Slav,Matharu,2021,136635
hesitation,Andrew Garden,hesitation (Single),Indie Rock,BUNHEAD,2021,179136
Bonnie,Cuffed Up,Asymmetry,indierock,"Harmonix, Rhythm Authors",2021,212799
Drop Dead (with Kesha and Travis Barker),grandson,Drop Dead (with Kesha and Travis Barker),indierock,Unknown Charter,2021,193511
We Are Between,Modest Mouse,The Golden Casket,indierock,"Harmonix, Rhythm Authors",2021,238138
Down,St. Vincent,Daddy's Home,indierock,"Harmonix, Rhythm Authors",2021,192727
Smile,Wolf Alice,Blue Weekend,indierock,"Harmonix, Rhythm Authors",2021,196261
ODD TAXI,Skirt and PUNPEE,ODD TAXI,Japanese Indie Pop,Mathys,2021,202963
ODD TAXI,Skirt and PUNPEE,ODD TAXI,Japanese Indie Pop,Mathys,2021,202963
Rhapsody,toe,Sonny Boy original soundtrack,Japanese Math Rock,Mathys,2021,246882
Rhapsody,toe,Sonny Boy original soundtrack,Japanese Math Rock,Mathys,2021,246882
Bezos I+II,Bo Burnham,Inside,Jeffrey,StormEagle,2021,181580
Egg,Exyl,Egg,Jersey House -> Smooth Jazz -> Smoother Glitch Pop,Matharu,2021,163236
Cinderella,CIDER GIRL,Cinderella,J-Pop,RAILSONXGAMER,2021,211533
Love Supreme!,fhána,Love Supreme!,J-Pop,Mathys,2021,281000
Love Supreme!,fhána,Love Supreme!,J-Pop,Mathys,2021,281000
Love Supreme! (Instrumental),fhána,Love Supreme!,J-Pop,Mathys,2021,281000
Love Supreme! (Instrumental),fhána,Love Supreme!,J-Pop,Mathys,2021,281000
Aa Jinsei ni Namida Ari,Natsuki Hanae,Aa Jinsei ni Namida Ari,J-Pop,Mathys,2021,198338
Aa Jinsei ni Namida Ari,Natsuki Hanae,Aa Jinsei ni Namida Ari,J-Pop,Mathys,2021,198338
Aa Jinsei ni Namida Ari (Instrumental),Natsuki Hanae,Aa Jinsei ni Namida Ari,J-Pop,Mathys,2021,199193
Aa Jinsei ni Namida Ari (Instrumental),Natsuki Hanae,Aa Jinsei ni Namida Ari,J-Pop,Mathys,2021,199193
BPM,she9,BPM,J-Pop,Mathys,2021,186380
BPM,she9,BPM,J-Pop,Mathys,2021,186380
Ashiato,The Peggies,Ashiato,J-Pop,DJosef + TR•Chariot☆,2021,229588
Keishou no Uta,Yuiko Õhara,Tabibito no Uta,J-Pop,RAILSONXGAMER,2021,309396
Cinderella,Cider Girl,Komi-san wa Komyu-sho desu OP,jrock,Unknown Charter,2021,219971
Fuzaketenaize,Necry Talkie,Kanojo mo Kanojo OP,jrock,Unknown Charter,2021,206578
Update (From My Hero Academia),Boy Hero,Unknown Album,J-Rock,alpisaprofit,2021,240786
Cinderella,Cidergirl,Cinderella - Single,J-Rock,John Titor,2021,215091
3-bun 29-byo,Hitorie,PHARMACY,J-Rock,Mathys,2021,209028
3-bun 29-byo,Hitorie,PHARMACY,J-Rock,Mathys,2021,209028
3-bun 29-byo (Instrumental),Hitorie,PHARMACY,J-Rock,Mathys,2021,209028
3-bun 29-byo (Instrumental),Hitorie,PHARMACY,J-Rock,Mathys,2021,209028
3-pun 29-byou,Hitorie,3-pun 29-byou,J-Rock,RAILSONXGAMER,2021,208486
Identity,Kiro Akiyama,Identity (Single),J-Rock,DaiJyoubs,2021,273343
Merry-Go-Round,Man With A Mission,Merry-Go-Round,J-Rock,RAILSONXGAMER,2021,239962
Densetsu No Surf Prince,Naminori Boys,Wave !! Vocal Collection Anime,J-Rock,CometTamer,2021,225746
My War,Shinsei kamattechan,My War,J-Rock,RAILSONXGAMER,2021,275551
Overseas Highway,Wolpis Carter,Overseas Highway,J-Rock,Mathys,2021,145919
Overseas Highway,Wolpis Carter,Overseas Highway,J-Rock,Mathys,2021,145919
Chicken Fingers,Ian Connell ft. DeepFriedDVD and Gravity Bomb,TikTok,Meme,DeepFriedDVD,2021,9064
Big Chungus Dream Theater,James Labrie,Big Chungus,meme,TFG85,2021,80039
Weird Bars Part 13,Ryze Hendricks,Weird Bars,Meme,DeepFriedDVD,2021,23080
Shape of Poop,Ed Sheereesh,Divide By Zero,Memes,YoshiOG,2021,243460
Animals,Architects,For Those That Wish to Exist,metal,"Harmonix, Rhythm Authors",2021,243472
Set You Free,Black Label Society,Doom Crew Inc.,Metal,StormEagle,2021,237001
A Clockwork Expectation,Fractal Universe,The Impassable Horizon,metal,"Harmonix, Rhythm Authors",2021,315008
Ugh (Friday Night Funkin' Cover),Gamehog,Covers Vol. 4,Metal,Sanic Studios,2021,90059
Pathkeeper,Interloper,Search Party,metal,"Harmonix, Rhythm Authors",2021,322547
Let Me Fall Apart,Light the Torch,You Will Be the Death of Me,metal,"Harmonix, Rhythm Authors",2021,209805
Astronaut in the Ocean,Our Last Night,Astronaut in the Ocean,metal,"Harmonix, Rhythm Authors",2021,134404
Secret Garden,Spiritbox,Eternal Blue,metal,Unknown Charter,2021,224815
STAY (ft. Justin Bieber) (Rock Cover by Our Last Night),The Kid LAROI,STAY,Metal,LMBECIL1832,2021,144076
Underrated,Atreyu,Baptize,Metalcore,StormEagle,2021,180319
Assault & Batteries,Ice Nine Kills,The Silver Scream 2: Welcome to Horrorwood,Metalcore,StormEagle,2021,208353
Welcome to Horrorwood,Ice Nine Kills,The Silver Scream 2: Welcome to Horrorwood,Metalcore,StormEagle,2021,237959
Like Love,The Amity Affliction,Like Love,Metalcore,StormEagle,2021,235717
World is Mine (Geoxor Remix),Hatsune Miku,Single,Midtempo,Matharu,2021,176545
World is Mine (Geoxor Remix),Hatsune Miku,Single,Midtempo,Matharu,2021,176545
Fazerblast Arena,Tom Myers,Five Nights at Freddy's: Security Breach Original Soundtrack,New Wave,Elmsworth21,2021,116407
Fazerblast Arena,Tom Myers,Five Nights at Freddy's: Security Breach Original Soundtrack,new_wave,Elmsworth21,2021,116407
Spiral Mountain (Re-Jiggyed),Grant Kirkhope,Banjo Kazooie: Re-Jiggyed,Novelty,Knight Rider,2021,326714
One Step Closer (100 Gecs Reanimation),Linkin Park,Unknown Album,Nu Metal,DeepFriedDVD,2021,141130
Last Resort,Pocketsuke,TikTok,Nu Metal (I guess),DeepFriedDVD,2021,48018
World's Smallest Violin,AJR,AJR,Pop,Fallse,2021,276942
Butter,BTS,Butter,Pop,oBLINKxONCEo,2021,167485
abcdefu,GAYLE,abcdefu,Pop,DeepFriedDVD,2021,177818
War With Heaven,Keshi,Shang-Chi and The Legend of The Ten Rings OST,Pop,Sang Duta,2021,189231
hatsune miku cantando monster (meg & dia)【VOCALOIDカバー】,sigma,Miku Sings,Pop,Oktoberfest & Matharu,2021,173428
"Dear Maria, Count Me In (Anime Opening Version)",Sunrise Skater Kids,"Dear Maria, Count Me In (Anime Opening Version)",Pop Pu-... J-Rock?,Downbad,2021,184006
A WASTED YEAR,jxdn,Tell Me About Tomorrow,Pop Punk,StormEagle,2021,157306
LAST TIME,jxdn,Tell Me About Tomorrow,Pop Punk,StormEagle,2021,183559
NO VANITY,jxdn,Tell Me About Tomorrow,Pop Punk,StormEagle,2021,205539
PILLS,jxdn,Tell Me About Tomorrow,Pop Punk,StormEagle,2021,145700
SO WHAT!,jxdn,Tell Me About Tomorrow,Pop Punk,StormEagle,2021,142276
WANNA BE (feat. Machine Gun Kelly),jxdn,Tell Me About Tomorrow,Pop Punk,StormEagle,2021,158572
Hollywood Sucks//,KennyHoopla & Travis Barker,Hollywood Sucks// (Single),Pop Punk,Keva,2021,155539
Brutal,Olivia Rodrigo,Sour,Pop Punk,DeepFriedDVD,2021,144497
Mask,Dream,Single,Pop Rock,Nat,2021,174495
Bad Habits,Ed Sheeran,Unknown Album,popdanceelectronic,Unknown Charter,2021,240128
Cold Heart (PNAU Remix),Elton John - Dua Lipa,The Lockdown Sessions,popdanceelectronic,Unknown Charter,2021,205863
good 4 u,Olivia Rodrigo,Sour,Pop-Punk,Smoochums,2021,179267
Way Less Sad,AJR,OK Orchestra,poprock,Unknown Charter,2021,211711
Sometimes,Dreamgirl,Sometimes,poprock,"Harmonix, Rhythm Authors",2021,143613
brutal,Olivia Rodrigo,Sour,poprock,Unknown Charter,2021,146291
good 4 u,Olivia Rodrigo,Sour,poprock,Unknown Charter,2021,182559
Let Go,Potty Mouth,"Sunday, Someday",poprock,"Harmonix, Rhythm Authors",2021,198623
Until I Found You,Stephen Sanchez,Angel Face,poprock,Unknown Charter,2021,177058
A-O-K,Tai Verdes,TV,poprock,"Harmonix, Rhythm Authors",2021,173132
Enemy (feat. JID),Imagine Dragons,Enemy (Single),Pop-Rock,DaiJyoubs & TheOreo,2021,179662
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,Pop-Rock,ramona<3,2021,142139
Kimi to Nagameru Natsu no Hana,Melissa (ft. Natsuiro Matsuri),Kimi to Nagameru Natsu no Hana (Single),Pop-Rock,Hubbubble,2021,195418
"Please Don't Cry, You Have Swag",Hot Mulligan,I Won't Reach Out To You,Post Emo,OCBG0LD,2021,182108
Demons,Escape the Fate,Chemical Warfare,Post-Hardcore,StormEagle,2021,175903
Mama,Watersdeep,The Black Parade: Reimagined,Post-Hardcore,StormEagle,2021,257930
Alchemy,Mittsies,Helltaker OST,Progressive Hell,Matharu,2021,302108
Titanium,Mittsies,Helltaker OST,Progressive Hell,Matharu,2021,188110
Eternal,SVRGE,Eternal,Progressive House,Matharu,2021,185080
Mindreader,A Day to Remember,Live at The Audio Compound,punk,"Harmonix, Rhythm Authors",2021,177073
Resentment,A Day to Remember,Bad Vibrations,punk,"Harmonix, Rhythm Authors",2021,227146
Don't Fence Me In,Amyl and the Sniffers,Comfort to Me,punk,"Harmonix, Rhythm Authors",2021,164553
Hertz,Amyl and the Sniffers,Comfort To Me,Punk,"Lowlander2, Nightmare Lyra",2021,160636
I Won't Give It Up,Beartooth,Below,punk,"Harmonix, Rhythm Authors",2021,225599
Getting Old Sucks (But Everybody's Doing It),Bowling for Soup,Unknown Album,punk,Unknown Charter,2021,231892
Tonight (ft. Lil Lotus),Magnolia Park,Halloween Mixtape,punk,"Harmonix, Rhythm Authors",2021,200346
good 4 u,Olivia Rodrigo,SOUR,punk,Unknown Charter,2021,183078
Nowhere Generation,Rise Against,Nowhere Generation,punk,"Harmonix, Rhythm Authors",2021,236342
Let the Bad Times Roll,The Offspring,Let the Bad Times Roll,punk,"Harmonix, Rhythm Authors",2021,201502
A Long Way Down,Zebrahead,III,Punk,DeepFriedDVD,2021,204683
Leave The Door Open,Silk Sonic,Single,R&B,Hyperbolium,2021,248230
Skate,Silk Sonic,An Evening With Silk Sonic,R&B,highfine,2021,206946
An Evening With Silk Sonic (Album),Silk Sonic,An Evening With Silk Sonic,R&B/Soul/Funk,Hoph2o,2021,1879776
Silk Sonic Intro,Silk Sonic,An Evening With Silk Sonic,R&B/Soul/Funk,Hoph2o,2021,68812
Skate,Silk Sonic,An Evening With Silk Sonic,R&B/Soul/Funk,Hoph2o,2021,206250
CHICKIN & DICKIN,"DigBarGayRaps, KolossalKocks",Bars & Kocks,Rap,StormEagle,2021,180088
"September, but it's I Miss You by Blink-182",The Gregory Brothers,Blink Wind & Fire,rbsoulfunk,Unknown Charter,2021,141195
Far Too Near,AFI,Bodies,rock,"Harmonix, Rhythm Authors",2021,172173
Garbage Truck,Beck,Scott Pilgrim Vs. The World (Original Motion Picture Soundtrack Expanded Edition),rock,Unknown Charter,2021,113658
Tailspin,Calling All Captains,Tailspin,rock,"Harmonix, Rhythm Authors",2021,178041
take my breath away // noose,Capstan,SEPARATE,rock,"Harmonix, Rhythm Authors",2021,229650
Self Destructor,Chevelle,NIRATIAS,Rock,StormEagle,2021,350372
Self Destructor,Chevelle,Niratias,rock,"Harmonix, Rhythm Authors",2021,343084
California Dreamin',Dirty Honey,Dirty Honey,rock,"Harmonix, Rhythm Authors",2021,261576
The Call,Ego Kill Talent,The Dance Between Extremes,rock,"Harmonix, Rhythm Authors",2021,214214
Not My Problem (feat. Travis Barker),Escape the Fate,Chemical Warfare,Rock,StormEagle,2021,206960
Heat Above,Greta Van Fleet,The Battle at Garden's Gate,rock,"Harmonix, Rhythm Authors",2021,342342
Light My Love,Greta Van Fleet,The Battle at Garden's Gate,rock,"Harmonix, Rhythm Authors",2021,270029
"My Way, Soon",Greta Van Fleet,The Battle at Garden's Gate,rock,"Harmonix, Rhythm Authors",2021,251532
The Weight of Dreams,Greta Van Fleet,The Battle At Garden's Gate,Rock,StormEagle,2021,532372
She's Got Sorcery,I Fight Dragons,Side Quests: B-Sides and Rarities,rock,"Harmonix, Rhythm Authors",2021,170181
I WANNA BE YOUR SLAVE,Måneskin,Teatro d'ira - Vol. 1,Rock,StormEagle,2021,174967
Distance,Mammoth WVH,Mammoth WVH,rock,"Harmonix, Rhythm Authors",2021,256268
Kids of Summer,Mayday Parade,What It Means to Fall Apart,rock,"Harmonix, Rhythm Authors",2021,222645
Can You Feel My Heart (Mothica Version),Mothica,Single,rock,Chris Rumfellow,2021,143142
Hearts On Fire,Rex Viper,Hearts On Fire,Rock,StormEagle,2021,358632
Hearts On Fire,Rex Viper,Hearts On Fire,Rock,StormEagle,2021,358632
Closing In (Overchart),Scott the Woz (Music by Garrett Williamson),Borderline Forever,Rock,Pizzachamp,2021,125261
No Fun,Sex Bob-Omb,Scott Pilgrim vs. The World (Original Motion Picture Soundtrack Expanded Edition),rock,Unknown Charter,2021,136375
Stacy's Dad,Sub-Radio,Stacy's Dad,Rock,StormEagle,2021,181105
And So It Went (ft. Tom Morello),The Pretty Reckless,Death by Rock and Roll,rock,"Harmonix, Rhythm Authors",2021,268018
Only Love Can Save Me Now (ft. Matt Cameron & Kim Thayil),The Pretty Reckless,Death by Rock and Roll,rock,"Harmonix, Rhythm Authors",2021,306878
Devil's Radio,The Velveteers,Nightmare Daydream,rock,"Harmonix, Rhythm Authors",2021,172500
Enemy [TV Size],Imagine Dragons,-,Rock / Orchestra,C.H. Uruguay,2021,65852
REFLECT,Gawr Gura,REFLECT,Shrimp Pop,Matharu,2021,249759
Welcome to the Internet,FamilyJules,Welcome to the Internet,Skacore,StormEagle,2021,325703
Super Idol (Slap House Remix),Vocaluster,Super Idol,Slap House,Matharu,2021,94260
Zavodila (Ruv Edition),Mike Geno,Mid-Fight Masses OST,Slav,Matharu,2021,140292
Casanova (1P),Mike Geno,Mid-Fight Masses OST,Slav Boop,Matharu,2021,172436
Casanova (2P),Mike Geno,Mid-Fight Masses OST,Slav Boop,Matharu,2021,172436
Zavodila (Vs. Whitty Remix),Mike Geno and SanoBoy7878,Mid-Fight Masses (Vs. Whitty Remix),Slav Rock,Matharu,2021,139996
Zavodila (Megalovania Version) (Remastered),Mike Geno & Non Vlogger,Mid-Fight Masses OST,Slavovania (+References),Matharu,2021,140181
When I Get Happy I Dance Like This,Toby Fox,DELTARUNE Chapter 2 OST,Soundtrack,Pix_,2021,21193
Zavodila (Among Us Version),Mike Geno & Non Vlogger,Mid-Fight Masses OST,Sus Slav,Matharu,2021,143761
Among Us Drip Theme But It's Big Band Jazz,The Among Us Big Band,ඞ (Single),Sussy Swing,John Titor,2021,172607
WTF TIKTOK!!!!!,Bubba Bass,TikTok,Trash Metal,DeepFriedDVD,2021,52247
The Bottom Gear Experience,Jixaw,Bottom Gear,Twitter,Matharu,2021,719752
Chug Jug With You,Miku Hatsune,Unknown Album,Vocaloid,Ardebitis,2021,173662
I Can't Wait,Ceramic Animal,Sweet Unknown,alternative,"Harmonix, Rhythm Authors",2022,175453
DIE OUT HERE (ft. POORSTACY),DE'WAYNE,My Favorite Blue Jeans,alternative,"Harmonix, Rhythm Authors",2022,136799
Drink Milk And Run,Hot Mulligan,Drink Milk And Run Single,Alternative,OCBG0LD,2022,169190
Ready for Combat,Icon for Hire,Ready for Combat,alternative,"Harmonix, Rhythm Authors",2022,194464
Mouth Shut,Lit,Tastes Like Gold,alternative,"Harmonix, Rhythm Authors",2022,165998
High Society,My Kid Brother,Happy.Mad.Weird.Sad,alternative,"Harmonix, Rhythm Authors",2022,170807
Matilda,PUP,The Unraveling of PUPTheBand,alternative,"Harmonix, Rhythm Authors",2022,233658
Black Summer,Red Hot Chili Peppers,Unlimited Love,alternative,Unknown Charter,2022,237165
I'm Here (feat. Merry Kirk-Holmes),SEGA Sound Team,Sonic Frontiers Original Soundtrack: Stillness & Motion,alternative,Unknown Charter,2022,260401
Novocaine,The Unlikely Candidates,Panic Attack,alternative,"Harmonix, Rhythm Authors",2022,249309
One Way Dream (feat. Nathan Sharp),Tomoya Ohtani,Stillness & Motion,Alternative,Miscellany,2022,317000
The Funeral,YUNGBLUD,YUNGBLUD,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"Harmonix, Rhythm Authors",2022,214053
One Way Dream,Nathan Sharp,Sonic Frontiers Original Soundtrack: Stillness & Motion,Alternative Rock,"CometTamer, Darkskull Dawn Zenith",2022,319091
One Way Dream,Nathan Sharp,Sonic Frontiers Original Soundtrack: Stillness & Motion,Alternative Rock,"CometTamer, Darkskull Dawn Zenith",2022,319091
Tragedy of Viyella,Laur,Memoria,Artcore,Sang Duta,2022,292574
RUSH E 2,Sheet Music Boss,Single,Black MIDI,Xeratek,2022,162091
Everlong (Breakcore Remix),Foo Fighters,Everlong,Breakcore,El Wey,2022,190290
Cocktail Hour,FΛDE,The Full Spectrum,Chiptune,3-UP,2022,140111
Metro City Course,"Jake ""virt"" Kaufman",Metro City Course (Single),Chiptune,3-UP,2022,188797
WORLD INCINERATOR,Kot,Summer Chip XII,Chiptune,3-UP,2022,250602
Necropolis,pator,Xenium 2022 (Chip MSX),Chiptune,3-UP,2022,183754
Kill Aura,Geoxor,Kill Aura,Complextro,Matharu,2022,207090
Butter Barn Hoedown,Mancake,Fortnite OST,Country,Keva,2022,155561
Zapffe Isn't Invited To The Party,The Last Ten Seconds Of Life,The Last Ten Seconds Of Life,Deathcore,OCBG0LD,2022,141575
DEAD,Geoxor & SVRGE,DEAD,Electro House,Matharu,2022,218774
Let You Go,SVRGE,Let You Go,Electro House,Matharu,2022,203948
Blood for the Blood God,Ben Quad,I'm Scared That's All There Is,emo,"Harmonix, Rhythm Authors",2022,213133
White Trash Millionaire,Mom Jeans.,Sweet Tooth,emo,"Harmonix, Rhythm Authors",2022,161673
The Foundations of Decay,My Chemical Romance,The Foundations of Decay,emo,Unknown Charter,2022,360030
Pass the Nirvana,Pierce the Veil,The Jaws of Life,emo,Unknown Charter,2022,200549
Poison Pill,Silverstein,Misery Made Me,emo,"Harmonix, Rhythm Authors",2022,199264
Crosses,Sleeping with Sirens ft. Spencer Chamberlain,Complete Collapse,emo,Unknown Charter,2022,213749
Where the Heart Is,Sweet Pill,Where the Heart Is,emo,"Harmonix, Rhythm Authors",2022,157327
Verified,Your Favorite Martian,Verified,Funk,StormEagle,2022,168146
I'll Be There,Avilon,I'll Be There (Single),Future House,Hubbubble,2022,174357
The Gang's All Here,Skid Row,The Gang's All Here,glam,Unknown Charter,2022,220012
Barbie Girl (Goth Metal Version),FamilyJules,Barbie Girl,Goth Metal,StormEagle,2022,198552
Star Walkin' [vGH],Lil Nas X // Jarvis9999,Single,Hip Hop,Jarvis9999,2022,211841
Life Was Easier When I Only Cared About Me,Bad Suns,Apocalypse Whenever,indierock,"Harmonix, Rhythm Authors",2022,232284
"Goodbye, Good Luck",BEGINNERS,If the World is Ending,indierock,Unknown Charter,2022,211525
Makeshift Vehicles,Body Thief,Every Ending,indierock,"Harmonix, Rhythm Authors",2022,230999
The Fall,flipturn,Shadowglow,indierock,"Harmonix, Rhythm Authors",2022,235892
Homesick,HUNNY,Homesick,indierock,"Harmonix, Rhythm Authors",2022,199992
Kissing Lessons,Lucy Dacus,Kissing Lessons / Thumbs Again,indierock,Unknown Charter,2022,122815
Run with You,Radio Compass,Aloha,indierock,"Harmonix, Rhythm Authors",2022,235647
The Hills,The Faim,Talk Talk,indierock,"Harmonix, Rhythm Authors",2022,220670
Missing Piece,Vance Joy,In Our Own Sweet Time,indierock,"Harmonix, Rhythm Authors",2022,225879
Chaise Longue,Wet Leg,Wet Leg,indierock,"Harmonix, Rhythm Authors",2022,199499
Talk About You,Daisuke Ishiwatari,Guilty Gear -Strive- OST,Japanese Rock,Finngon,2022,293440
The Disaster of Passion,Daisuke Ishiwatari,Guilty Gear -Strive- OST,Japanese Rock,Finngon,2022,237128
There Will Never Be Another You,Massimiliano Biondi & Joan Colom,Take 1 EP,Jazz Guitar,Jarvis9999,2022,336976
Bokurano Mirai,Broken By the Scream,RISE into CHAOS,J-Metal,Miscellany,2022,304706
KICK BACK,Kenshi Yonezu,KICK BACK,J-Pop,RAILSONXGAMER,2022,192268
Ivy Dance,Sangatsu no Phantasia,Square Fate / Ivy Dance,J-Pop,Mathys,2022,205008
Ivy Dance,Sangatsu no Phantasia,Square Fate / Ivy Dance,J-Pop,Mathys,2022,205008
Ivy Dance (Instrumental),Sangatsu no Phantasia,Square Fate / Ivy Dance,J-Pop,Mathys,2022,205008
Ivy Dance (Instrumental),Sangatsu no Phantasia,Square Fate / Ivy Dance,J-Pop,Mathys,2022,205008
Kick Back,Kenshi Yonezu,Chainsaw Man OP,jrock,Unknown Charter,2022,208604
Koi wa Explosion (feat. Yukari Tamura),Masayoshi Oishi,Koi wa Sekai Seifuku no ato de OP,jrock,Unknown Charter,2022,229221
Chaos ga Kiwamaru,Unison Square Garden,Blue Lock OP,jrock,Unknown Charter,2022,246430
GOLD,FLOW,Unknown Album,J-Rock,RAILSONXGAMER,2022,300000
Ano Band,Kessoku Band,Kessoku Band,J-Rock,"Niv47, Hubbubble, RandomDude, Ghostbyob",2022,248082
1,MOB CHOIR,1,J-Rock,RAILSONXGAMER,2022,263484
Hana no Tou,Sayuri,Hana no Tou (Single),J-Rock,MasterThe8,2022,278375
Hitamuki,SUPER BEAVER,Hitamuki,J-Rock,RAILSONXGAMER,2022,251016
Team Star Boss Battle (In-Game Version),Teruo Taniguchi,Pokémon Scarlet and Violet,J-Rock,Ismaya Melasrana,2022,183569
HEYDAY (Prod. Czaer),Stray Kids,Street Man Fighter Original Vol.4 (Crew Songs),K-Pop,Mathys & Sang Duta,2022,146244
Heidrun,Amon Amarth,The Great Heathen Army,Melodic Death Metal,Angevil,2022,284853
Magma Flow Remastered,Matt$,The Elemental EP,Melothrash,Matt$ & Boo,2022,226913
In a Skyforged Meme,DragonForks,Extreme Penis Music,Memes,YoShibyl,2022,284000
Masters of Morbidity,200 Stab Wounds,Masters of Morbidity,metal,"Harmonix, Rhythm Authors",2022,266629
when we were young,Architects,the classic symptoms of a broken spirit,metal,Unknown Charter,2022,194117
Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,metal,Unknown Charter,2022,205713
Dragostea Din Tei,Feuerschwanz,Todsünden,Metal,metalli3212,2022,203845
The Stains of Time,GaMetal,Single,Metal,metalli3212,2022,207049
Toad's Factory (Mario Kart Wii),GaMetal,Single,Metal,metalli3212,2022,177262
Watcher in the Sky,Ghost,Impera,metal,Unknown Charter,2022,310892
Bad Things,I Prevail,True Power,metal,Unknown Charter,2022,232173
The Only Thing I Know For Real (Metal Cover),Little V.,The Only Thing I Know For Real,Metal,andr3x40,2022,147158
We Don't Talk About Bruno (Metal Cover),Skar ft. Alina Lesnik,Single,metal,TheMagicCuber,2022,214792
Ultraviolet,Spell,Tragic Magic,metal,"Harmonix, Rhythm Authors",2022,225764
Stand And Fight,Steel Wool,Fortnite OST,Metal,Keva,2022,150092
Sacrifice,The Devil Wears Prada,Color Decay,metal,"Harmonix, Rhythm Authors",2022,249895
One Way Dream,Tomoya Ohtani,Sonic Frontiers OST,Metal,Hoph2o,2022,316375
Circles,Varials,Scars for You to Remember,metal,"Harmonix, Rhythm Authors",2022,200051
Darkbloom,We Came As Romans,Darkbloom,metal,Unknown Charter,2022,227683
Peace That Starts the War,Wolves at the Gate,Eulogies,metal,"Harmonix, Rhythm Authors",2022,169262
Cyberhex,Motionless In White,Scoring the End of the World,Metalcore,StormEagle,2022,276026
Spiral Mountain,Grant Kirkhope,Banjo Kazooie,Novelty,Knight Rider,2022,264595
City of the Dead,Hollywood Undead,Hotel Kalifornia,numetal,"Harmonix, Rhythm Authors",2022,176570
No Apologies,Papa Roach,Ego Trip,numetal,Unknown Charter,2022,192257
MISA MISA! ft. SCARLXRD (prod. KORDHELL),CORPSE,MISA MISA!,Phunk,Matharu,2022,87937
Miss You,Oliver Tree,Miss You,Pop,AdrianheroTV,2022,210033
This is a Masterpiece,Demi Lovato ft. Motionless in White,Scoring the End of Camp Rock,Pop Metalcore,DeepFriedDVD,2022,190984
twin flame,Machine Gun Kelly,mainstream sellout,Pop Punk,StormEagle,2022,238813
Blinding Lights (The Weeknd Cover),All Time Low,Single,Pop Rock,thyhappylittletree,2022,195103
Bones,Imagine Dragons,Mercury - Act 2,Pop Rock,Picquerist,2022,166315
Broken,Alfie Templeman,Mellow Moon,popdanceelectronic,"Harmonix, Rhythm Authors",2022,197645
Love Brand New,Bob Moses,The Silence in Between,popdanceelectronic,"Harmonix, Rhythm Authors",2022,202557
Butter,BTS,Butter,popdanceelectronic,Unknown Charter,2022,174545
It's Been a Little Heavy Lately,Joesef,Permanent Damage,popdanceelectronic,Unknown Charter,2022,217894
Numb (ft. Khalid),Marshmello,Numb,popdanceelectronic,"Harmonix, Rhythm Authors",2022,158998
PS5 (Fortnite Battle Pass Gamer Remix),salem ilese w/ Alan Walker & Abdul Cisse,PS5 (Fortnite Battle Pass Gamer Remix),popdanceelectronic,Unknown Charter,2022,155636
10 Things I Hate About You (Sped Up & Cut Ver.),Leah Kate,Alive and Unwell,Pop-Punk,kattny & Thingerthing,2022,93859
Love It When You Hate Me (ft. blackbear),Avril Lavigne,Love Sux,poprock,"Harmonix, Rhythm Authors",2022,150514
It's Alright,Cecilia Castleman,It's Alright,poprock,"Harmonix, Rhythm Authors",2022,251606
abcdefu,GAYLE,a study of the human experience volume one,poprock,"Harmonix, Rhythm Authors",2022,178449
I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),poprock,"Harmonix, Rhythm Authors",2022,150856
Dangerous,Set It Off,Elsewhere,poprock,"Harmonix, Rhythm Authors",2022,130284
she's all i wanna be,Tate McRae,i used to think i could fly,poprock,"Harmonix, Rhythm Authors",2022,209999
Headsweat,The Foxies,"Who Are You, Who Were You Then?",poprock,"Harmonix, Rhythm Authors",2022,182563
