Name,Artist,Album,Genre,Charter,Year,songlength
Raining On Our Love,Shania Twain,The Woman In Me,country,Unknown Charter,1995,281547
Only Happy When It Rains,Garbage,Garbage,Grunge,Neversoft,1995,213365
Ballbreaker,AC/DC,Ballbreaker,Hard Rock,Yoel805,1995,272125
Avalancha,Héroes Del Silencio,Avalancha,Hard Rock,Vicarious Visions,1995,376072
Avalancha,Heroes del Silencio,Avalancha,Hard Rock,Neversoft,1995,358000
This Is How We Do It,Montell Jordan,This Is How We Do It,hiphoprap,"Harmonix, Rhythm Authors",1995,215379
"Hey Man, Nice Shot",Filter,Short Bus,Industrial,Neversoft,1995,306569
More Human Than Human,White Zombie,Astro-Creep:2000,Metal,Harmonix,1995,259832
Santa Monica,Everclear,Sparkle and Fade,Pop Rock,Neversoft,1995,199725
Santa Monica,Everclear,Sparkle and Fade,Pop Rock,Neversoft,1995,199725
Bathwater,No Doubt,The Singles 1992-2003,Pop Rock,Harmonix,1995,245547
Just a Girl,No Doubt,Tragic Kingdom,Pop Rock,Neversoft,1995,224346
Spiderwebs,No Doubt,Tragic Kingdom,Pop Rock,Neversoft,1995,320835
Dune Buggy,Presidents of the United States of America,The Presidents of the United States of America,Pop Rock,Harmonix,1995,168496
Feather Pluckn,Presidents of the United States of America,The Presidents of the United States of America,Pop Rock,Harmonix,1995,181695
Fantasy,Mariah Carey,Daydream,Pop/Dance/Electronic,Jordan,1995,250313
You Oughta Know,Alanis Morissette,Jagged Little Pill,Pop/Rock,Harmonix,1995,254790
Different People,No Doubt,Tragic Kingdom,Pop/Rock,Harmonix,1995,280200
Lump,Presidents of the United States of America,The Presidents of the United States of America,Pop/Rock,Harmonix,1995,136797
Kids In America,The Muffs,Clueless: Original Motion Picture Soundtrack,Pop/Rock,Harmonix,1995,217987
Fantasy,Mariah Carey,Daydream,popdanceelectronic,Unknown Charter,1995,250313
Cotton Eye Joe,Rednex,Sex and Violins,popdanceelectronic,Unknown Charter,1995,197090
"I'll Be There for You (Theme from ""Friends"")",The Rembrandts,L.P.,poprock,Unknown Charter,1995,187618
Throughout,Done Lying Down,Negative One Friends,Punk,Unknown Charter,1995,187056
Big Thumbs,SNFU,The One Voted Most Likely To Succeed,punk,Unknown Charter,1995,145731
Theme from Spiderman,The Ramones,Adios Amigos!,Punk,Neversoft,1995,127733
Brain Stew/Jaded,Green Day,Insomniac,Punk Rock,Harmonix,1995,287929
Brain Stew/Jaded,Green Day,Insomniac,Punk Rock,Harmonix,1995,287546
Geek Stink Breath,Green Day,Insomniac,Punk Rock,Harmonix,1995,136447
Excuse Me Mr.,No Doubt,Tragic Kingdom,Punk Rock,Neversoft,1995,188890
Excuse Me Mr.,No Doubt,Tragic Kingdom,Punk Rock,Neversoft,1995,188890
Ruby Soho,Rancid,...And Out Come the Wolves,Punk Rock,Neversoft,1995,159549
Cotton Eye Joe,Rednex,Sex and Violins,Red Neck,DeepFriedDVD,1995,194327
Boombastic,Shaggy,Boombastic,Reggae,Mason Sparkle,1995,250727
Billion Dollar Babies (Live),Alice Cooper,Classicks,Rock,Harmonix,1995,217458
Under My Wheels (Live),Alice Cooper,Classicks,Rock,Harmonix,1995,214827
Como Yo Nadie Te Ha Amado,Bon Jovi,These Days,Rock,DeepFriedDVD,1995,288920
Name,Goo Goo Dolls,A Boy Named Goo,Rock,Neversoft,1995,274968
Name,Goo Goo Dolls,A Boy Named Goo,Rock,Neversoft,1995,274968
Gloria,Laura Branigan,The Best of Branigan,rock,Unknown Charter,1995,298109
Rock and Roll Is Dead,Lenny Kravitz,Circus,Rock,Neversoft,1995,208043
Don't Speak,No Doubt,Tragic Kingdom,Rock,Neversoft,1995,302106
Don't Speak,No Doubt,Tragic Kingdom,Rock,Neversoft,1995,302106
Champagne Supernova,Oasis,(What's the Story) Morning Glory?,rock,Unknown Charter,1995,426397
Wilson (Live),Phish,A Live One,Rock,Harmonix,1995,246000
Sunday Morning,No Doubt,Tragic Kingdom,Ska Punk,Neversoft,1995,276342
Sunday Morning,No Doubt,Tragic Kingdom,Ska Punk,Neversoft,1995,276342
Virtual Insanity,Jamiroquai,Traveling Without Moving,Acid Jazz,Corbin,1996,237291
Everything You Know Is Wrong,"""Weird Al"" Yankovic",Bad Hair Day,alternative,Unknown Charter,1996,231497
I'm So Sick Of You,"""Weird Al"" Yankovic",Bad Hair Day,alternative,Unknown Charter,1996,200812
Devils Haircut,Beck,Odelay,alternative,Unknown Charter,1996,198673
I Will Survive,Cake,Fashion Nugget,alternative,"Harmonix, Rhythm Authors",1996,315543
Follow You Down,Gin Blossoms,Congratulations I'm Sorry,alternative,Unknown Charter,1996,270401
Hey Dude,Kula Shaker,K,Alternative,Harmonix,1996,250873
Knight on the Town,Kula Shaker,K,Alternative,Harmonix,1996,209793
Naked Eye,Luscious Jackson,Fever In Fever Out,Alternative,Harmonix,1996,274370
The Beautiful People,Marilyn Manson,Antichrist Superstar,Alternative,Harmonix,1996,219054
3AM,Matchbox Twenty,Yourself or Someone Like You,alternative,Unknown Charter,1996,229999
Push,Matchbox Twenty,Yourself or Someone Like You,alternative,Unknown Charter,1996,242784
Electrolite,R.E.M.,New Adventures in Hi-Fi,alternative,Unknown Charter,1996,245060
Big Bang Baby,Stone Temple Pilots,Tiny Music... Songs from the Vatican Gift Shop,Alternative,Harmonix,1996,203738
If You Could Only See,Tonic,Lemon Parade,alternative,Unknown Charter,1996,267256
Mother Mother,Tracy Bonham,The Burdens of Being Upright,alternative,"Harmonix, Rhythm Authors",1996,186248
El Scorcho,Weezer,Pinkerton,Alternative,Harmonix,1996,246173
Tourniquet,Marilyn Manson,Antichrist Superstar,Alternative Metal,Neversoft,1996,271808
Push,Matchbox Twenty,Yourself or Someone Like You,Alternative Rock,Sygenysis + Nunchuck,1996,252027
Real World,Matchbox Twenty,Yourself or Someone Like You,Alternative Rock,Neversoft,1996,233909
Trippin' on a Hole in a Paper Heart,Stone Temple Pilots (WaveGroup),Tiny Music... Songs from the Vatican Gift Shop,Alternative Rock,Harmonix,1996,179594
Hey Arnold!,Unknown Artist,Nickelodeon,Football Head,DeepFriedDVD,1996,46217
Bulls on Parade,Rage Against the Machine,Evil Empire,Funk Metal,Neversoft,1996,236490
Pretty Noose,Soundgarden,Down on the Upside,Grunge,Harmonix,1996,257572
King Nothing,Metallica,Load,Heavy Metal,Neversoft,1996,333518
Carolina,M-Clan,Sin Enchufe,Latino,Neversoft,1996,263896
Arthur,Ziggy Marley and the Melody Makers,Arthur,Meme,0,1996,67684
The Great Southern Trendkill,Pantera,The Great Southern Trendkill,Metal,Harmonix,1996,239545
Gump,"""Weird Al"" Yankovic",Bad Hair Day,novelty,Unknown Charter,1996,137043
The Night Santa Went Crazy,"""Weird Al"" Yankovic",Bad Hair Day,Novelty,Youngblood,1996,243687
"Spooky, Scary Skeletons",Andrew Gold,Halloween Howls: Fun and Scary Music,Novelty,BearzUnlimited,1996,137292
Wannabe,Spice Girls,Spice,Pop,Neversoft,1996,170528
Angels of the Silences,Counting Crows,Recovering the Satellites,Pop Rock,Neversoft,1996,218544
If You Could Only See,Tonic,Sugar,Pop Rock,Neversoft,1996,267544
Cosmic Girl,Jamiroquai,Travelling Without Moving,popdanceelectronic,Unknown Charter,1996,255328
I Was Wrong,Social Distortion,Greatest Hits,Punk,Harmonix,1996,247547
Same In The End,Sublime,Sublime,Punk,PotatoHandle,1996,158533
Virtual Insanity,Jamiroquai,Travelling Without Moving,rbsoulfunk,Unknown Charter,1996,345818
She Has A Girlfriend Now,Reel Big Fish,Turn the Radio Off,Reggae/Ska,Hoph2o,1996,189965
Sell Out,Reel Big Fish,Turn the Radio Off,reggaeska,"Harmonix, Rhythm Authors",1996,231057
Crash Into Me,Dave Matthews Band,Crash,rock,"Harmonix, Rhythm Authors",1996,311465
Camel's Night Out,Eric Johnson,Venus Isle,Rock,Neversoft,1996,323999
So Payaso,Extremoduro,Agila,Rock,Neversoft,1996,272565
So Payaso,Extremoduro,Agila,Rock,Neversoft,1996,272565
So Payaso (Co-op),Extremoduro,Agila,Rock,Neversoft,1996,272565
So Payaso (Co-op),Extremoduro,Agila,Rock,Neversoft,1996,272565
Forever And One,Helloween,The Time of the Oath,Slow Rock,"Sang Duta, TDC & Mathys",1996,235262
Slider (Forum Edition) - Super Mario 64,kitsune² & Nintendo,Super Kitsune² 64 OST,video game ost,Creeel,1996,192433
Looping Steps (OST Version) - Super Mario 64,Koji Kondo,Super Mario 64 OST,video game ost,Creeel,1996,14097
Bob-omb Battlefield (Demo) - Super Mario 64,Nintendo,Super Mario 64 OST,video game ost,Creeel,1996,72443
Bob-omb Battlefield (Extended Mix) - Super Mario 64,Nintendo,Super Mario 64 OST,video game ost,Creeel,1996,448319
Song 2,Blur,Blur,Alternative,Harmonix,1997,124812
Save Tonight,Eagle-Eye Cherry,Desireless,alternative,Unknown Charter,1997,216759
Enough Space,Foo Fighters,The Colour and the Shape,Alternative,Harmonix,1997,161043
Everlong,Foo Fighters,The Colour and the Shape,Alternative,Harmonix,1997,261930
Everlong,Foo Fighters,The Colour and the Shape,Alternative,Neversoft,1997,261832
February Stars,Foo Fighters,The Colour and the Shape,Alternative,Harmonix,1997,295401
Monkey Wrench,Foo Fighters,The Colour and the Shape,Alternative,Harmonix,1997,236914
Monkey Wrench,Foo Fighters,The Colour and the Shape,Alternative,Harmonix,1997,236914
Flagpole Sitta,Harvey Danger,Where Have All the Merrymakers Gone?,alternative,"Harmonix, Rhythm Authors",1997,221044
Bitch,Meredith Brooks,Blurring the Edges,alternative,Unknown Charter,1997,242765
Karma Police,Radiohead,OK Computer,alternative,Unknown Charter,1997,266395
All for You,Sister Hazel,...Somewhere More Familiar,alternative,"Harmonix, Rhythm Authors",1997,225532
Jumper,Third Eye Blind,Third Eye Blind,alternative,Unknown Charter,1997,275332
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,Alternative,Neversoft,1997,274408
Ocean Man,Ween,The Mollusk,alternative,Unknown Charter,1997,132506
ocean man but it never starts,Ween,ocean man but it never starts,Alternative,StormEagle,1997,131201
Monkey Wrench,Foo Fighters (WaveGroup),The Colour and the Shape,Alternative Rock,Harmonix,1997,233654
Sex And Candy,Marcy Playground,Marcy Playground,Alternative Rock,Neversoft,1997,176399
Debaser,Pixies,Doolittle,Alternative Rock,Neversoft,1997,185748
Monkey Gone to Heaven,Pixies,Doolittle,Alternative Rock,Neversoft,1997,198519
Volcano Girls,Veruca Salt,Eight Arms to Hold You,Alternative Rock,Vicarious Visions,1997,200608
Every New Day,Five Iron Frenzy,Our Newest Album Ever,Christian Ska,DeepFriedDVD,1997,256915
One Girl Army,Five Iron Frenzy,Quantity is Job 1,Christian Ska,DeepFriedDVD,1997,185736
time-bomb,buttercup,Love,Classic Rock,Unknown Charter,1997,169157
Free Ride,Edgar Winter,They Only Come Out at Night,Classic Rock,Neversoft,1997,213133
Man! I Feel Like a Woman!,Shania Twain,Come On Over,country,Unknown Charter,1997,238079
That Don't Impress Me Much,Shania Twain,Come On Over,country,Unknown Charter,1997,223679
Get Some O' Deez,Snot,Get Some,Funk Metal,Sygenysis,1997,60930
Pink,Aerosmith,Nine Lives,Hard Rock,Neversoft,1997,239423
Fuel,Metallica,ReLoad,Heavy Metal,Neversoft,1997,269886
I'll Be Missing You,Puff Daddy ft. Faith Evans & 112,No Way Out,Hip Hop/Rap,DeepFriedDVD,1997,271766
A Cruel Angel's Thesis,Yoko Takahashi,Evagelion Finally,J-Pop,RAILSONXGAMER,1997,246401
Trust,Megadeth,Cryptic Writings,metal,Unknown Charter,1997,315686
Du Hast,Rammstein,Sehnsucht,Metal,Harmonix,1997,253436
Let Me Entertain You,Robbie Williams,Life Thru A Lens,Pop,Yhughu,1997,265060
Dammit (Growing Up),Blink-182,Dude Ranch,Pop Punk,Neversoft,1997,173487
Tubthumping,Chumbawamba,Tubthumper,Pop Rock,Harmonix,1997,218124
Around The World,Daft Punk,Homework,Pop/Dance/Electronic,Nightmare Lyre,1997,237942
Rainbow Road,Kenta Nagata,Mario Kart 64 Original Soundtrack,Pop/Dance/Electronic,TheSheepQueen,1997,273034
Barbie Girl,Aqua,Aquarium,popdanceelectronic,Unknown Charter,1997,198925
To The Moon & Back,Savage Garden,Savage Garden,popdanceelectronic,TheOreo,1997,331640
MMMBop,Hanson,Middle of Nowhere,poprock,Unknown Charter,1997,280280
Torn,Natalie Imbruglia,Left of the Middle,poprock,Unknown Charter,1997,258066
I Want You,Savage Garden,Savage Garden,poprock,"Harmonix, Rhythm Authors",1997,233891
Truly Madly Deeply,Savage Garden,Savage Garden,poprock,Unknown Charter,1997,279483
Walking on the Sun,Smash Mouth,Fush Yu Mang,Pop-Rock,Harmonix,1997,207375
Outer Space,The Muffs,Happy Birthday To Me,Pop-Rock,Harmonix,1997,183703
Somewhere Out In Space,Gamma Ray,Somewhere Out In Space,Power Metal,Stmono26,1997,329554
The Path,Sadist,Crust,Progressive Metal,thatwhichistragic,1997,231522
Dammit,Blink-182,Dude Ranch,Punk,Harmonix,1997,169784
Dancing With Myself,blink-182,Before You Were Punk,Punk,Redportal,1997,176533
I'm Sorry,Blink-182,Dude Ranch,Punk,Ultimate_MANG0,1997,249893
I'm Sorry,Blink-182,Dude Ranch,punk,Unknown Charter,1997,249893
16-May,Lagwagon,Let's Talk About Feelings,Punk,StormEagle,1997,177851
Deadfall,Snot,Get Some,Punk,Neversoft,1997,141533
All I Want,The Offspring,Ixnay on the Hombre,Punk,Harmonix,1997,116171
All I Want,The Offspring,Ixnay on the Hombre,Punk,Harmonix,1997,122410
Good Riddance (Time of Your Life),Green Day,Nimrod,Punk Rock,Harmonix,1997,159125
Good Riddance (Time of Your Life),Green Day,Nimrod,Punk Rock,Harmonix,1997,159125
Hitchin' a Ride,Green Day,Nimrod,Punk Rock,Harmonix,1997,167814
Nice Guys Finish Last,Green Day,Nimrod,Punk Rock,Harmonix,1997,171925
Rocket Man (Elton John cover),Me First and the Gimmie Gimmies,Have a Ball,Punk Rock,FrOoGle,1997,198267
Superman,Goldfinger,Hang-Ups,reggaeska,Unknown Charter,1997,189812
The Impression That I Get,The Mighty Mighty Bosstones,Let's Face It,reggaeska,Unknown Charter,1997,196167
Come Sail Away (Live),Styx,Return to Paradise,Rock,Raspberriel,1997,508046
Gone Away,The Offspring,Ixnay on the Hombre,Rock,Harmonix,1997,267750
Superman,Goldfinger,Hang-Ups,Ska,ParallaxDG,1997,187963
We're All Dudes (feat. Kel Mitchell),Less Than Jake,Good Burger: Music From the Original Motion Picture,Ska,Justin?,1997,153255
Beautiful Disaster,311,Transistor,Surf Rock,Neversoft,1997,241266
Santeria,Sublime,Sublime,Surf Rock,Neversoft,1997,186293
The Memory Remains,Metallica,ReLoad,Thrash Metal,Neversoft,1997,282349
Ocean Man,Ween,Unknown Album,Unknown Genre,Unknown Charter,1997,132560
Grass Land 2 - Kirby's Dream Land 3,Nintendo,Kirby's Dream Land 3 OST,video game ost,Creeel,1997,196342
Intro Theme - International Superstar Soccer 64,Tsutomu Ogura,International Superstar Soccer 64 OST,video game ost,Creeel,1997,27613
Inside Out,Eve 6,Eve 6,Alternative,Harmonix,1998,218524
When I Grow Up,Garbage,Version 2.0,alternative,Unknown Charter,1998,208986
Iris,Goo Goo Dolls,Dizzy Up the Girl,alternative,Unknown Charter,1998,280017
Slide,Goo Goo Dolls,Dizzy Up the Girl,alternative,"Harmonix, Rhythm Authors",1998,216542
The Dope Show,Marilyn Manson,Mechanical Animals,Alternative,Harmonix,1998,221999
Closing Time,Semisonic,Feeling Strangely Fine,alternative,Unknown Charter,1998,278295
Coma White,Marilyn Manson,Mechanical Animals,Alternative Metal,Neversoft,1998,339144
Dandelions,Five Iron Frenzy,Quantity is Job 1 EP,Christian Ska,DeepFriedDVD,1998,202920
Fuel (Better Version),Metallica,ReLoad,Heavy Metal,Neversoft,1998,269886
Mercyful Fate,Metallica,Garage Inc.,Heavy Metal,Neversoft,1998,673801
Changes,2pac ft. Talent,Greatest Hits,Hip Hop/Rap,DeepFriedDVD,1998,280357
BELIEVE IN LOVE,LINDBERG,LINDBERG BEST～FLIGHT RECORDER III～,J-Pop,Mathys,1998,249486
BELIEVE IN LOVE,LINDBERG,LINDBERG BEST～FLIGHT RECORDER III～,J-Pop,Mathys,1998,249486
Debbie,The B-52's,Time Capsule: Songs for a Future Generation,New Wave,highfine,1998,216016
Dragula,Rob Zombie,Hellbilly Deluxe,Nu Metal,Harmonix,1998,223148
Blue Monday,Orgy,Candyass,numetal,"Harmonix, Rhythm Authors",1998,295821
Spiders,System of a Down,System of a Down,numetal,Unknown Charter,1998,222498
Freak on a Leash,KoRn,Follow the Leader,Nu-Metal,Harmonix,1998,267614
Superbeast,Rob Zombie,Hellbilly Deluxe,Nu-Metal,Harmonix,1998,230338
That '70's Show OVERCHART,That '70's Show,Hello Wisconsin,OVERCHART,DeepFriedDVD,1998,32693
It's Only Us,Robbie Williams,I've Been Expecting You...,Pop Punk,Amaterasu,1998,173075
Dragon Ball GT Opening (Portuguese),Dragon Ball,Dragon Ball GT,Pop Rock,SammyMuse,1998,105079
Bad Apple!! (2x Bass Pedal),ZUN,Lotus Land Story,popdanceelectronic,Unknown Charter,1998,90976
Karma Killer,Robbie Williams,I've Been Expecting You,poprock,Unknown Charter,1998,269560
Strong,Robbie Williams,I've Been Expecting You,poprock,Unknown Charter,1998,283597
This Bastard's Life,Swingin' Utters,Five Lessons Learned,Punk,Harmonix,1998,190375
The Kids Aren't Alright,The Offspring,Americana,Punk,Harmonix,1998,185603
The Kids Aren't Alright,The Offspring,Americana,Punk,Harmonix,1998,184125
Mommy's Little Monster (Live),Social Distortion,Live at the Roxy,Punk Rock,Neversoft,1998,245874
Pretty Fly (For a White Guy),The Offspring,Americana,Punk Rock,Neversoft,1998,189730
The Boy is Mine (with Monica),Brandy,Never Say Never,rbsoulfunk,RaiderG,1998,297664
I Don't Want to Miss a Thing,Aerosmith,Armageddon: The Album,rock,Unknown Charter,1998,276659
One Week,Barenaked Ladies,Stunt,Rock,Harmonix,1998,170562
Crush,Dave Matthews Band,Before These Crowded Streets,rock,"Harmonix, Rhythm Authors",1998,274191
Shimmer,Fuel,Sunburn,rock,"Harmonix, Rhythm Authors",1998,207780
Pretty Fly (For a White Guy),The Offspring,Americana,Rock,Harmonix,1998,190375
It Doesn't Matter,Tony Harnell,Sonic Adventure: Songs With Attitude,rock,Unknown Charter,1998,272702
Shed Some Skin,Slow Gherkin,Shed Some Skin,Ska/Punk,Justin?,1998,246998
Bad Apple!! (Anniversary Mix) - Touhou 4: Lotus Land Story,ZUN,Touhou 4: Lotus Land Story OST,video game ost,Creeel,1998,95654
Sexx Laws,Beck,Midnite Vultures,alternative,"Harmonix, Rhythm Authors",1999,207684
Steal My Kisses,Ben Harper and the Innocent Criminals,Burn to Shine,Alternative,Neversoft,1999,249501
Thank You,Dido,No Angel,alternative,Unknown Charter,1999,220846
Breakout,Foo Fighters,There Is Nothing Left to Lose,Alternative,Harmonix,1999,206991
Drive drums,Incubus,Make Yourself,Alternative,Harmonix,1999,237109
Pardon Me,Incubus,Make Yourself,Alternative,Harmonix,1999,230941
Stellar,Incubus,Make Yourself,alternative,Unknown Charter,1999,204976
Steal My Sunshine,LEN,You Can't Stop the Bum Rush,alternative,"Harmonix, Rhythm Authors",1999,212553
Unintended,Muse,Unintended,Alternative,Sang Duta & Mathys,1999,238810
Testify,Rage Against the Machine,The Battle of Los Angeles,Alternative,Harmonix,1999,214081
Every Morning,Sugar Ray,14:59,alternative,"Harmonix, Rhythm Authors",1999,209128
Everything You Want,Vertical Horizon,Everything You Want,alternative,"Harmonix, Rhythm Authors",1999,262338
Drive,Incubus,Make Yourself,Alternative Rock,Neversoft,1999,240251
All Star,Smash Mouth,Astro Lounge,Alternative Rock,Vicarious Visions,1999,206512
The Everlasting Gaze,The Smashing Pumpkins,Machina/The Machines of God,Alternative Rock,Neversoft,1999,248186
We Are!,Hiroshi Kitadani,Unknown Album,Anime,RAILSONXGAMER,1999,242009
Fire (Live),Jimi Hendrix,Live at Woodstock,Classic Rock,Harmonix,1999,196870
Smooth,Santana,Supernatural,Classic Rock,Harmonix,1999,296035
Sin Wagon,Dixie Chicks,Fly,Country,Harmonix,1999,218796
She Thinks My Tractor's Sexy,Kenny Chesney,Everywhere We Go,Country,Harmonix,1999,250637
How Do You Like Me Now?!,Toby Keith,How Do You Like Me Now?!,Country,Harmonix,1999,215000
Blue (Da Ba Dee),Eiffel 65,Europop,Dance/Electronic,DeepFriedDVD,1999,219220
The Bad Touch,Bloodhound Gang,Hooray For Boobies,Disco,imoutofsprite,1999,262571
Down,Stone Temple Pilots,No. 4,Grunge,Vicarious Visions,1999,235553
No Leaf Clover,Metallica,S&M,Heavy Metal,Neversoft,1999,347405
Party Up (Up in Here),DMX,...And Then There Was X,Hip-Hop,Sygenysis,1999,273970
Forgot About Dre (featuring Eminem),Dr. Dre,2001,Hip-Hop/Rap,Unknown Charter,1999,238038
The Next Episode,Dr. Dre ft. Snoop Dogg,2001,Hip-Hop/Rap,JohnSmith2007,1999,166765
We Are!,Hiroshi Kitadani,One Piece OP,jrock,Unknown Charter,1999,259053
We Are!,Hiroshi Kitadani,One Piece OP,jrock,Unknown Charter,1999,259053
Albuquerque,"""Weird Al"" Yankovic",Running with Scissors,Novelty,pksage,1999,719350
Polka Power!,"""Weird Al"" Yankovic",Running with Scissors,novelty,Unknown Charter,1999,265423
Freak on a Leash,Korn,Follow the Leader,Nu Metal,Neversoft,1999,268725
Break Stuff,Limp Bizkit,Significant Other,numetal,Unknown Charter,1999,177395
Let Forever Be,The Chemical Brothers,Surrender,Other,Harmonix,1999,251344
Larger Than Life,Backstreet Boys,Millennium,Pop,Seven Chakras,1999,236232
All the Small Things,Blink 182,Enema of the State,Pop Punk,Vicarious Visions,1999,174057
What's My Age Again?,Blink-182,Enema of the State,Pop Punk,Neversoft,1999,147377
All Star,Smash Mouth,Shrek,Pop Rock,DeepFriedDVD,1999,300000
Blue (Da Ba Dee),Eiffel 65,Europop,Pop/Dance/Electronic,OzoneEntertainment,1999,284625
My Own Worst Enemy,Lit,A Place in the Sun,Pop/Rock,Harmonix,1999,173046
The Bad Touch,Bloodhound Gang,Hooray for Boobies,popdanceelectronic,"Harmonix, Rhythm Authors",1999,248820
Boom Boom Boom Boom,Vengaboys,The Party Album,popdanceelectronic,Unknown Charter,1999,207818
I Want It That Way,Backstreet Boys,Millennium,poprock,Unknown Charter,1999,223448
It's Only Us,Robbie Williams,FIFA 2000: The Album,poprock,Unknown Charter,1999,173172
Lucky Denver Mint,Jimmy Eat World,Clarity,Pop-Rock,Harmonix,1999,235712
Mambo No. 5 (A Little Bit of...),Lou Bega,A Little Bit of Mambo,Pop-Rock,Sygenysis + Nunchuck,1999,220084
All Star,Smash Mouth,Astro Lounge,Pop-Rock,Harmonix,1999,203250
Canned Heat,Jamiroquai,Synkronized,Post-Disco,OHM,1999,320000
Aliens Exist,Blink-182,Enema of the State,Punk,Harmonix,1999,196812
¡Olé!,The Bouncing Souls,Hopeless Romantic,punk,"Harmonix, Rhythm Authors",1999,183331
Prisoner of Society,The Living End,The Living End,Punk,Neversoft,1999,238563
Melanie Banks Where Can You Be?,Diesel Boy,Sofa King Cool,Punk Rock,thatwhichistragic,1999,153673
DK Rap,George Andreas & Chris Sutherland,Donkey Kong 64 OST,Rap,Oktoberfest,1999,218816
Canned Heat,Jamiroquai,Synkronized,rbsoulfunk,"Harmonix, Rhythm Authors",1999,217425
With Arms Wide Open,Creed,Human Clay,rock,Unknown Charter,1999,263903
Take a Picture,Filter,Title of Record,Rock,Neversoft,1999,362005
I Want You To Want Me,Letters to Cleo,10 Things I Hate About You,rock,Unknown Charter,1999,210924
Mama Mae,Negrita,Reset,Rock,Neversoft,1999,266090
Californication,Red Hot Chili Peppers,Californication,Rock,Unknown Charter,1999,300000
Rocket Power,The Wipeouters,Nickelodeon,Rock,DeepFriedDVD,1999,68032
Rocket Power Intro,Wipeouters,Nickelodeon,Rocket,DeepFriedDVD,1999,30943
Stellar,Incubus (WaveGroup),Make Yourself,Space Rock,Harmonix,1999,212280
Stellar,Incubus (WaveGroup),Make Yourself,Space Rock,Harmonix,1999,212280
Spongebob ScaredyPants,Gastly Ones,Scaredy Pants,Surf Garage Rock,DeepFriedDVD,1999,58583
Black Dragon,Luca Turilli,King of the Nordic Twilight,Symphonic Power Metal,CyclopsDragon,1999,305738
Main Theme (US Version) - Pepsiman,Takuya Ōnuki,Pepsiman OST,video game ost,Creeel,1999,59610
All I Want (Alpha Mix) - Crazy Taxi,The Offspring,Crazy Taxi OST,video game ost,Creeel,1999,39918
Still D.R.E.,Dr. Dre ft. Snoop Dogg,2001,West Coast Classics,DeepFriedDVD,1999,291340
One Armed Scissor,At the Drive-In,Relationship of Command,Alternative,Harmonix,2000,226808
One Armed Scissor,At the Drive-In,Relationship of Command,Alternative,Neversoft,2000,232011
The Bad Touch,Bloodhound Gang,Hooray for Boobies,Alternative,Unknown Charter,2000,264597
Shiver,Coldplay,Parachutes,alternative,"Harmonix, Rhythm Authors",2000,305923
Here's to the Night,Eve 6,Horrorscope,alternative,"Harmonix, Rhythm Authors",2000,235133
Rollin' (Air Raid Vehicle),Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,alternative,Unknown Charter,2000,217044
Absolutely (Story of a Girl),Nine Days,The Madding Crowd,alternative,Unknown Charter,2000,193874
You're No Rock N' Roll Fun,Sleater-Kinney,All Hands on the Bad One,Alternative,Harmonix,2000,161118
Bohemian Like You,The Dandy Warhols,Thirteen Tales from Urban Bohemia,Alternative,RBN Unknown Author,2000,216892
Yellow,Coldplay,Parachutes,Alternative rock,Neversoft,2000,275212
Yellow,Coldplay,Parachutes,Alternative rock,Neversoft,2000,275212
Kids,Robbie Williams and Kylie Minogue,Sing When You're Winning,Dance,Neversoft,2000,303200
Disposable Teens,Marilyn Manson,Holy Wood (In the Shadow of the Valley of Death),Glam,Harmonix,2000,183475
The Real Slim Shady,Eminem,The Marshall Mathers LP,Hip Hop,Big Whoop Magazine,2000,280311
Stan,Eminem,The Marshall Mathers LP,Hip-Hop/Rap,YAN,2000,410594
Ride Wit Me,Nelly,Country Grammar,hiphoprap,Unknown Charter,2000,282007
Natsumatsuri,Whiteberry,First Time,J-Pop,Mathys,2000,222513
Natsumatsuri,Whiteberry,First Time,J-Pop,Mathys,2000,222513
Under Star,Shocking Lemon,Hajime no Ippo - Original Soundtrack 1 : First KO,J-Rock,Mathys,2000,274430
Under Star,Shocking Lemon,Hajime no Ippo - Original Soundtrack 1 : First KO,J-Rock,Mathys,2000,274430
Voodoo Treasure,Majestic,Trinity Overture,Metal,Unknown Charter,2000,385803
The HampsterDance Song,Hampton the Hampster,The Hampsterdance Album,novelty,Unknown Charter,2000,216967
The HampsterDance Song,Hampton the Hampster,The Hampsterdance Album,novelty,Unknown Charter,2000,216967
Very 1st Christmas to Me,Spongebob Squarepants,Nickelodeon,Novelty,DeepFriedDVD,2000,114631
Very 1st Christmas to Me,Spongebob Squarepants,Nickelodeon,Novelty,DeepFriedDVD,2000,114631
Down with the Sickness,Disturbed,The Sickness,Nu Metal,Harmonix,2000,282666
Voices,Disturbed,The Sickness,Nu Metal,Harmonix,2000,195002
One Step Closer,Linkin Park,Hybrid Theory,Nu Metal,Harmonix,2000,161519
One Step Closer,Linkin Park,Hybrid Theory,Nu Metal,Vicarious Visions,2000,160381
Awake,Godsmack,Awake,numetal,Unknown Charter,2000,305130
Rollin' (Radio Edit),Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,numetal,Unknown Charter,2000,222179
Runaway,Linkin Park,Hybrid Theory,numetal,Unknown Charter,2000,195577
