Name,Artist,Album,Genre,Charter,Year,songlength
Shiver,Amy Courts,These Cold and Rusted Lungs,Pop-Rock,DJGryph,2008,169299
Shiver,Amy Courts,These Cold and Rusted Lungs,Pop-Rock,Unknown Charter,2008,169299
Rehab,Amy Winehouse,Back to Black,R&B/Soul/Funk,Harmonix,2006,214369
Some Mutts (Can't Be Muzzled),Amyl and The Sniffers,Amyl and The Sniffers,Punk Rock,Chezy,2019,264885
Don't Fence Me In,Amyl and the Sniffers,Comfort to Me,punk,"Harmonix, Rhythm Authors",2021,164553
Hertz,Amyl and the Sniffers,Comfort To Me,Punk,"Lowlander2, Nightmare Lyra",2021,160636
Impulse,An Endless Sporadic,Ameliorate EP,Progressive Rock,Neversoft,2007,269558
Anything,An Endless Sporadic,Ameliorate,Progressive Rock,Neversoft,2008,289293
I Can't Explain It,Analogue Revolution feat. Bryan Steele,Unknown Album,Rock,Unknown Charter,2009,140307
R U Ready For This,Analogue Revolution feat. Bryan Steele,Unknown Album,Rock,Unknown Charter,2009,232500
What A Trip,Analogue Revolution feat. First Be,Unknown Album,urban,Unknown Charter,2008,234240
Looking (Foot in Your Mouth),Analogue Revolution feat. The Chance Sisters,Unknown Album,Pop-Rock,Unknown Charter,2009,200275
Leap of Faith,Analogue Revolution feat. Wendy Drown,Unknown Album,Pop-Rock,Unknown Charter,2009,221052
Behind The Mask,Anarchy Club,The Way and Its Power,Alternative Metal,Harmonix,2005,173618
Behind The Mask,Anarchy Club,The Way and Its Power,Alternative Metal,Harmonix,2005,173618
Collide,Anarchy Club,A Single Drop of Red,Alternative Rock,Harmonix,2007,198235
Paperthin Hymn,Anberlin,Never Take Friendship Personal,Rock,StormEagle,2005,196604
The Feel Good Drag,Anberlin,New Surrender,Modern Rock,Neversoft,2008,195599
The Resistance,Anberlin,New Surrender,Rock,StormEagle,2008,197911
Self-Starter,Anberlin,Vital,Rock,StormEagle,2012,197812
Trippolette,Andraleia Buch,Guitar Hero,Rock,Harmonix,2005,134978
Trippolette,Andraleia Buch,Guitar Hero,Rock,Harmonix,2005,134978
hesitation,Andrew Garden,hesitation (Single),Indie Rock,BUNHEAD,2021,179136
"Spooky, Scary Skeletons",Andrew Gold,Halloween Howls: Fun and Scary Music,Novelty,BearzUnlimited,1996,137292
Spooky Scary Skeletons (The Living Tombstone Remix),Andrew Gold,Spooky Scary Skeletons,Spooky,"XEntombmentX, Aren Eternal",2013,230023
Deny Reality,Andrew Van Garratt,Plausible Deniability,Rock,bwm32,2023,184666
Ready To Die,Andrew W.K.,I Get Wet,rock,Unknown Charter,2000,180037
Music Is Worth Living For,Andrew W.K.,You're Not Alone,rock,"Harmonix, Rhythm Authors",2018,266340
Fine By Me,Andy Grammer,Andy Grammer,poprock,Unknown Charter,2011,175999
"Honey, I'm Good",Andy Grammer,Magazines or Novels,Pop,WalterTheRalts,2014,200830
"Honey, I'm Good.",Andy Grammer,Magazines or Novels,poprock,"Harmonix, Rhythm Authors",2014,194752
Beautiful,Andy Kirk,Wake Up My Soul,Pop-Rock,Unknown Charter,2010,225882
Love Is The Only Thing,Andy Kirk,Wake Up My Soul,Pop-Rock,Unknown Charter,2010,171297
I Kissed a Girl (Katy Perry cover),Andy Xiong,I Kissed a Girl (Katy Perry cover),Metal,Siavash,2009,306456
Poison,Angel Dust (Hazbin Hotel),Prime Video - Hazbin Hotel,"Dark pop, alternative rock",Titom,2024,122058
The Adventure,Angels & Airwaves,We Don't Need to Whisper,Rock,Neversoft,2006,317066
The Adventure,Angels & Airwaves,We Don't Need to Whisper,Rock,Neversoft,2006,317066
Everything's Magic,Angels & Airwaves,I-Empire,Alternative Rock,Neversoft,2007,233629
Euphoria,Angels & Airwaves,Lifeforms,alternative,"Harmonix, Rhythm Authors",2021,266663
Sink,Animal Flag,"Boston Sessions, Vol. 1: Beast",indierock,"Harmonix, Rhythm Authors",2016,200790
Song of Solomon,Animals as Leaders,Animals as Leaders,Progressive Metal,Riddo,2009,257630
New Eden,Animals as Leaders,Weightless,Instrumental Metal,Toast,2011,162614
Undercover,Anita Maj,The Masquerade EP,Pop-Rock,Unknown Charter,2010,224117
Monument,ANKST,Monument,Glam,Unknown Charter,2009,292000
A Little Wild,Anna Graceman & Ryan Corn,A Little Wild,indierock,"Harmonix, Rhythm Authors",2023,167866
Good God,Anouk,Who's Your Momma,Soul Rock,Neversoft,2007,162424
Adele's Hello (In the Style of Green Day),Anthony Vincent,Ten Second Songs,Punk-Rock,Delcatty16,2015,245106
Caught in a Mosh,Anthrax,Among the Living,Metal,Harmonix,1987,303877
Indians,Anthrax,Among the Living,Thrash Metal,Neversoft,1987,348266
Bring the Noise (feat. Public Enemy),Anthrax,Attack of the Killer B's,Thrash Metal,Sygenysis + Nunchuck,1991,219136
Madhouse,Anthrax (WaveGroup),Spreading the Disease,Thrash Metal,Harmonix,1985,254072
Come Outside,Anybody Who's Anybody,Come Outside,Rock,Unknown Charter,2010,234627
Sign of the Gypsy Queen,April Wine,The Nature of the Beast,rock,Unknown Charter,1981,256910
Barbie Girl,Aqua,Aquarium,popdanceelectronic,Unknown Charter,1997,198925
"Slaughterhouse, Obituaries and a Love Story",Arcadia,Roy Philip Nohl,Metal,Unknown Charter,2010,182574
Nemesis,Arch Enemy,Doomsday Machine,Death Metal,Neversoft,2005,245333
Learn to Live,Architects,The Here and Now,Metal,Unknown Charter,2011,247361
Animals,Architects,For Those That Wish to Exist,metal,"Harmonix, Rhythm Authors",2021,243472
when we were young,Architects,the classic symptoms of a broken spirit,metal,Unknown Charter,2022,194117
Starmaker (Full Difficulty),ArchWk,Uh,Bleep Bloop,"ArchWk, 3-UP",2018,305523
Black Seas,Arctic Horror,Goatist,metal,"Harmonix, Rhythm Authors",2016,223303
I Bet You Look Good on the Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Indie Rock,torqqes,2006,174560
505,Arctic Monkeys,Favourite Worst Nightmare,Rock,"CCC, Toppin",2007,257491
Arabella,Arctic Monkeys,AM,rock,Unknown Charter,2013,211975
Volver a Nacer,Arena,Parapapás,Punk,Unknown Charter,2010,201142
Respect,Aretha Franklin,I Never Loved a Man the Way I Love You,rbsoulfunk,Unknown Charter,1967,144265
Santa Tell Me,Ariana Grande,Santa Tell Me,popdanceelectronic,Unknown Charter,2014,207151
Problem (feat. Iggy Azalea),Ariana Grande,My Everything,rbsoulfunk,Unknown Charter,2014,203058
Santa Tell Me (Strum Chart),Ariana Grande,Santa Tell Me,rock,Gamo + Goorilla,2014,203168
No Tears Left to Cry,Ariana Grande,Sweetener,Pop,DeepFriedDVD,2018,238213
Sirius,Aristic,Dimensions,Metalcore,SushixPANDA,2019,243062
ROXANNE,Arizona Zervas,ROXANNE,Hip Hop/Rap,DeepFriedDVD,2019,170480
Mind In Motion,Art Benson,Art Benson,Pop-Rock,Unknown Charter,2011,212501
Everybody's Gotta Live,Arthur Lee,Vindicator,classicrock,Unknown Charter,1972,229762
The Breaking Wheel,Artillery,Breaking Wheel,Metal,Harmonix,2005,252821
The Breaking Wheel,Artillery,Breaking Wheel,Metal,Harmonix,2005,252821
Call Me Crazy (ft. Pillow Queens),ARXX,Ride or Die,indierock,"Harmonix, Rhythm Authors",2023,206387
Hell's Sweet Hands,Ashland Court,Ashland Court,Rock,Unknown Charter,2009,196665
Heat of the Moment,Asia,Asia,classicrock,Unknown Charter,1982,215336
Haruka Kanata,Asian Kung-Fu Generation,Hōkai Amplifier,J-Rock,JRabes,2002,245440
Haruka Kanata,Asian Kung-Fu Generation,Hōkai Amplifier,J-Rock,JRabes,2002,245440
Re:Re: [Live],Asian Kung-Fu Generation,Sol-fa,J-Rock,JRabes,2013,325026
Re:Re: [Live],Asian Kung-Fu Generation,Sol-fa,J-Rock,JRabes,2013,325026
A Prophecy (RB3 version),Asking Alexandria,Stand Up and Scream,Metal,RhythmAuthors,2009,217621
Hey There Mr. Brooks,Asking Alexandria,Stand Up and Scream,Metal,RhythmAuthors,2009,252250
Hey There Mr. Brooks (RB3 version),Asking Alexandria,Stand Up and Scream,Metal,RhythmAuthors,2009,252250
The Final Episode (Let's Change the Channel),Asking Alexandria,Stand Up and Scream,Metal,RhythmAuthors,2009,246875
The Final Episode (Let's Change the Channel) (RB3 version),Asking Alexandria,Stand Up and Scream,Metal,RhythmAuthors,2009,246875
Dear Insanity,Asking Alexandria,Reckless and Relentless,Metal,RhythmAuthors,2011,195000
Morte et Dabo,Asking Alexandria,Reckless and Relentless,Metal,RhythmAuthors,2011,264260
To the Stage,Asking Alexandria,Reckless and Relentless,Metal,RhythmAuthors,2011,215750
Antisocialist,Asking Alexandria,Like a House on Fire,metal,"Harmonix, Rhythm Authors",2020,212306
Pedal Down,Assembly of Dust,Some Assembly Required,Rock,Unknown Charter,2009,231772
Open Water,Assuming We Survive,All Roads Lead Home,rock,"Harmonix, Rhythm Authors",2016,221469
Prime number ~Kimi to Deaeru Hi~,Asuka Ōkura,Prime number ~Kimi to Deaeru Hi~,J-Pop,Mathys,2013,260001
Prime number ~Kimi to Deaeru Hi~,Asuka Ōkura,Prime number ~Kimi to Deaeru Hi~,J-Pop,Mathys,2013,260001
Prime number ~Kimi to Deaeru Hi~ (Instrumental),Asuka Ōkura,Prime number ~Kimi to Deaeru Hi~,J-Pop,Mathys,2013,260001
Prime number ~Kimi to Deaeru Hi~ (Instrumental),Asuka Ōkura,Prime number ~Kimi to Deaeru Hi~,J-Pop,Mathys,2013,260001
Coconut Mall,"Asuka Ōta, Ryō Nagamatsu",Mario Kart Wii,Soundtrack,3-UP,2008,137220
One Armed Scissor,At the Drive-In,Relationship of Command,Alternative,Harmonix,2000,226808
One Armed Scissor,At the Drive-In,Relationship of Command,Alternative,Neversoft,2000,232011
"""Boku wa...""",Atarayo,"""Boku wa..."" (Single)",J-Rock,Hubbubble,2024,240000
Faux King Christ,Atheist,Jupiter,Metal,ThatAuthoringGroup,2010,245000
Second to Sun,Atheist,Jupiter,Metal,ThatAuthoringGroup,2010,257000
I'll Face Myself -Battle-,ATLUS Sound Team,Persona 4 OST,J-Rock,bdawg712,2008,181469
Blood Children/Bleeding Mascara,Atreyu,The Curse,Metalcore,StormEagle,2004,220197
Right Side of the Bed,Atreyu,The Curse,Metalcore,StormEagle,2004,223748
Ex's and Oh's,Atreyu,A Death-Grip On Yesterday,Melodic Metalcore,Harmonix,2006,214406
Ex's and Oh's,Atreyu,A Death-Grip On Yesterday,Metal,Stock,2006,213646
Blow,Atreyu,Lead Sails Paper Anchor,Metalcore,StormEagle,2007,249961
Doomsday,Atreyu,Lead Sails Paper Anchor,Metalcore,StormEagle,2007,200232
When Two Are One,Atreyu,Lead Sails Paper Anchor,Metalcore,StormEagle,2007,282155
Ravenous,Atreyu,Congregation of the Damned,Metal,Neversoft,2009,201733
Save Us,Atreyu,Baptize,Metalcore,DeepFriedDVD,2020,140991
Underrated,Atreyu,Baptize,Metalcore,StormEagle,2021,180319
Automatic Doors,a'tris,Lensing,Indie Rock,Unknown Charter,2008,230769
Mario Kart 8,Atsuko Asahi,Mario Kart 8 Deluxe: Original Sound Version,Big Band Rock,JoeyD,2015,181244
Hyrule Circuit,Atsuko Asahi,Mario Kart 8 Deluxe: Original Sound Version,Big Band Metal,JoeyD,2017,124505
Stick Stickly,Attack Attack!,Someday Came Suddenly,Metal,RockGamer,2009,216418
Sexual Man Chocolate,Attack Attack!,Attack Attack!,Metal,RockGamer,2010,199250
Last Breath,Attack Attack!,Attack Attack! (Deluxe Reissue),Metal,RockGamer,2011,225675
Haze,Attacking The Mind,Attacking The Mind,Metal,"Vandorb12, Asskickulater, JD2504",2011,162742
Judgement (Blinded By Hate),Attacking The Mind,Attacking The Mind,Metal,Gyoo - miguelangelx72 - Asskickulater - JD2504,2012,275809
Anybody Else,Audible Mainframe,Transients,urban,Unknown Charter,2009,238904
Ice Cold,Audible Mainframe,Transients,Urban,RockGamer,2009,249183
Radioland,Audible Mainframe,Transients,urban,Unknown Charter,2009,230091
War Against the Radio,Audio Ammunition,Subject to Appropriation,Rock,Unknown Charter,2005,197041
Honeys Takin' Money,Audio Ammunition,Unknown Album,Hip-Hop/Rap,Unknown Charter,2007,178666
Race The Hourglass,Audio Fiction,Audio Fiction,Rock,Unknown Charter,2008,185953
Like a Stone,Audioslave,Audioslave,rock,Unknown Charter,2002,295224
Show Me How to Live,Audioslave,Audioslave,Alternative,StormEagle,2003,279151
Cochise,Audioslave (WaveGroup),Audioslave,Hard Rock,Harmonix,2002,200126
Cochise,Audioslave (WaveGroup),Audioslave,Hard Rock,Harmonix,2002,200126
Marianas Trench,August Burns Red,Constellations,Metal,TheAuthority,2009,272500
Internal Cannon,August Burns Red,Leveler,Metal,TheAuthority,2011,227500
Internal Cannon v1,August Burns Red,Leveler,Metal,TheAuthority,2011,227500
How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack),alternative,Unknown Charter,2016,154410
Majesty,Ava Inferi,Onyx,Metal,Unknown Charter,2011,352727
Onyx,Ava Inferi,Onyx,Metal,Unknown Charter,2011,296602
The Living End,Ava Inferi,Onyx,Metal,ThatAuthoringGroup,2011,410870
Sweet But Psycho (Morgan Page Remix),Ava Max,Sweet But Psycho - The Remixes,popdanceelectronic,Unknown Charter,2019,231624
Let It Burn,Avatar,The Black Waltz,Metal,StormEagle,2012,213996
Bat Country,Avenged Sevenfold,City of Evil,Metal,Neversoft,2005,315199
Beast and the Harlot,Avenged Sevenfold,City of Evil,Metal,Harmonix,2005,341189
Blinded In Chains,Avenged Sevenfold,City Of Evil,Metal,StormEagle,2005,396079
Almost Easy,Avenged Sevenfold,Avenged Sevenfold,Metal,Neversoft,2007,237466
Almost Easy,Avenged Sevenfold,Avenged Sevenfold,Metal,Neversoft,2007,237466
Critical Acclaim (6 Fret Chart),Avenged Sevenfold,Avenged Sevenfold,Metal,"All About The Music, Harmonix",2007,315141
Danger Line,Avenged Sevenfold,Nightmare,Metal,StormEagle,2010,329423
God Hates Us,Avenged Sevenfold,Nightmare,Metal,StormEagle,2010,320425
Carry On,Avenged Sevenfold,Carry On,Metal,StormEagle,2012,255652
Hail To The King,Avenged Sevenfold,Hail to the King,Metal,StormEagle,2013,306810
Hail to the King,Avenged Sevenfold,Hail to the King,metal,Unknown Charter,2013,307117
The Stage,Avenged Sevenfold,The Stage,metal,Unknown Charter,2016,513815
Not Ready to Die,Avenged Sevenfold,Black Reign,Metal,SanicStudios,2018,419957
Nobody,Avenged Sevenfold,Life Is But a Dream...,metal,Unknown Charter,2023,357237
Beast And the Harlot,Avenged Sevenfold (WaveGroup),City of Evil,Heavy Metal,Harmonix,2005,343336
Let There Be Fire,Aviators,Let There Be Fire,Symphonic Rock,Necrobones Gaming,2018,363043
Addicted to You,Avicii,TRUE,Pop/Dance/Electronic,Ultimate_MANG0,2013,154134
Hey Brother,Avicii,TRUE,Pop/Dance/Electronic,Ultimate_MANG0,2013,258020
Wake Me Up (6 Fret Chart),Avicii,TRUE,Pop/Dance/Electronic,All About The Music,2013,254532
Wake Me Up,Avicii,TRUE,popdanceelectronic,"Harmonix, Rhythm Authors",2013,247740
The Nights,Avicii,The Days/Nights,Pop/Dance/Electronic,Ultimate_MANG0,2014,179815
Waiting for Love,Avicii,Stories,Pop/Dance/Electronic,Ultimate_MANG0,2015,232803
Wake Me Up (Avicii Speed Remix),Avicii by Avicii,Wake Me Up (Remixes),Pop/Dance/Electronic,LARG,2013,429879
I'll Be There,Avilon,I'll Be There (Single),Future House,Hubbubble,2022,174357
Avocados From Mexico,Avocados From Mexico,Avocados From Mexico,Avocados From Mexico,DeepFriedDVD,2021,11123
Complicated,Avril Lavigne,Let Go,poprock,Unknown Charter,2002,246123
Sk8er Boi,Avril Lavigne,Let Go,poprock,Unknown Charter,2002,207818
My Happy Ending,Avril Lavigne,Under My Skin,poprock,Unknown Charter,2004,246029
Multicultural Girlfriend,Avril Lavigne,Burnout: Dominator,Punk,Hoph2o,2004,220878
SpongeBob Squarepants Theme,Avril Lavigne,The SpongeBob SquarePants Movie – Music from the Movie and More...,Punk,DeepFriedDVD,2004,44477
Girlfriend,Avril Lavigne,The Best Damn Thing,Pop,Unknown Charter,2007,300000
Girlfriend,Avril Lavigne,The Best Damn Thing,Pop Rock,"Capta1n_GuitarHero, Ultimate_MANG0 (Vocals chart)",2007,219667
Girlfriend,Avril Lavigne,The Best Damn Thing,punk,Unknown Charter,2007,219242
What The Hell,Avril Lavigne,Goodbye Lullaby,poprock,"Harmonix, Rhythm Authors",2011,223199
Love It When You Hate Me (ft. blackbear),Avril Lavigne,Love Sux,poprock,"Harmonix, Rhythm Authors",2022,150514
Dumb Blonde,Avril Lavigne ft. Nicki Minaj,Head Above Water,Hip Hop/Rap,DeepFriedDVD,2019,214214
The Silence Is Deafening,Awaken,Single,Experimental Metal,Neversoft,2009,316069
Sail,AWOLNATION,Megalithic Symphony,Indie Rock,Deltarak,2011,260927
Sail,AWOLNATION,Megalithic Symphony,indierock,Unknown Charter,2011,284354
Cannonball,AWOLNATION,Here Come the Runts,alternative,Unknown Charter,2018,189040
The Best,AWOLNATION,Angel Miners & the Lightning Riders,alternative,"Harmonix, Rhythm Authors",2020,225945
"Battered, Black & Blue (Hole In My Heart)",AWOLNATION,Angel Miners & The Lightning Riders,Alternative Rock,Mickelräven,2020,197203
Hare Hare Yukai,"Aya Hirano, Minori Chihara, Yuuko Goto",Hare Hare Yukai,Anime,Parzi,2007,215354
Dawn of a Million Souls (Rock Band Mix),Ayreon,Universal Migrator Part 2: Flight of the Migrator,Prog,RockGamer,2000,319500
Show Me a Sign,Azania,Looking Ahead,R&B/Soul/Funk,Unknown Charter,2012,267816
Heartless Castle,A-zu-ra,Commodore Trilogy,Chiptune,3-UP,2016,132633
Queendom,B.et.a and The Neon Panthers,Queendom,Pop/Dance/Electronic,Unknown Charter,2011,229836
Nothin' on You (featuring Bruno Mars),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Hip-Hop/Rap,BP & TheWay123,2010,271484
Nothin' On You,B.o.B ft. Bruno Mars,B.o.B Presents: The Adventures of Bobby Ray,Hip Hop/Rap,DeepFriedDVD,2010,230156
Act V - The Battle At Mammoth Mountain,b4kn,The Octagon,Chiptune,Raspberriel,2011,273686
Electric Love,BØRNS,Dopamine,popdanceelectronic,Unknown Charter,2015,217999
The Ducks,Babaru,The Ducks,punk,TheOreo,2024,175588
The Ducks (2x Bass Pedal),Babaru,The Ducks,punk,TheOreo,2024,175588
"Guys, You're Not Dead Yet",BabelFish,Adverse Camber,Alternative,Unknown Charter,2011,339115
Suga Suga,Baby Bash ft. Frankie J,Tha Smokin' Nephew,R&B,DeepFriedDVD,2003,244645
Gimme Chocolate!!,BABYMETAL,BABYMETAL,jrock,Unknown Charter,2014,231271
Starlight,BABYMETAL,Metal Galaxy,jrock,Unknown Charter,2019,219687
SHEESH,BABYMONSTER,BABYMONS7ER,K-Pop,Mathys & Sang Duta,2024,171031
Takin' Care of Business,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,classicrock,Unknown Charter,1974,280444
Larger Than Life,Backstreet Boys,Millennium,Pop,Seven Chakras,1999,236232
I Want It That Way,Backstreet Boys,Millennium,poprock,Unknown Charter,1999,223448
Minus Celsius,Backyard Babies,Stockholm Syndrome,Rock,Neversoft,2003,218326
Degenerated,Backyard Babies,Backyard Babies,Hard Rock,Neversoft,2008,218800
Re-Ignition (Live),Bad Brains,I Against I,Punk,Neversoft,1987,273266
Bad Company,Bad Company,Bad Company,classicrock,Unknown Charter,1974,298265
Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,metal,Unknown Charter,2022,205713
21st Century (Digital Boy),Bad Religion,Stranger Than Fiction,Punk Rock,Neversoft,1990,174315
Sorrow,Bad Religion,The Process of Belief,Punk Rock,Neversoft,2002,202272
Infected,Bad Religion (WaveGroup),Stranger than Fiction,Punk Rock,Harmonix,1994,239455
Infected,Bad Religion (WaveGroup),Stranger than Fiction,Punk Rock,Harmonix,1994,239455
Infected,Bad Religion (WaveGroup),Stranger than Fiction,Punk Rock,Harmonix,1994,239453
Life Was Easier When I Only Cared About Me,Bad Suns,Apocalypse Whenever,indierock,"Harmonix, Rhythm Authors",2022,232284
Killing Me Slowly,Bad Wolves,N.A.T.I.O.N.,rock,"Harmonix, Rhythm Authors",2019,231303
Family,Badflower,This Is How the World Ends,Alternative,StormEagle,2021,249798
Who Let the Dogs Out?,Baha Men,Who Let the Dogs Out?,popdanceelectronic,Unknown Charter,2000,202457
Who Let the Dogs Out?,Baha Men,Who Let the Dogs Out?,Reggae,Mason Sparkle,2000,217013
Best Years Of Our Lives (Modern Romance Cover),Baha Men,Move It Like This,Reggae Fusion,Derpferdler,2002,179658
Cali Girl,Ballyhoo!,Do It For The Money!,Rock,Unknown Charter,2006,195766
Paper Dolls,Ballyhoo!,Cheers!,Rock,Unknown Charter,2009,193245
Old Town Road (From 'Rambo: Last Blood'),Baltic House Orchestra,Single,Pop,metalli3212,2019,158299
I Know What I Am,Band of Skulls,Baby Darling Doll Face Honey,Indie Rock,Neversoft,2009,203333
I Know What I Am,Band of Skulls,Baby Darling Doll Face Honey,Indie Rock,Unknown Charter,2009,201167
Push Push (Lady Lightning),Bang Camaro,Bang Camaro,Hard Rock,Harmonix,2007,285384
Bang Camaro,Bang Camaro,Bang Camaro,Rock,NoisyPuppet,2007,253875
Push Push (Lady Lightning),Bang Camaro,Bang Camaro,Rock,RockGamer,2007,283000
Push Push (Lady Lightning),Bang Camaro,Bang Camaro,Rock,RockGamer,2007,283000
Night Lies,Bang Camaro,Bang Camaro II,Rock,Harmonix,2008,229605
Believing,Bang on a Can All-Stars / Julia Wolfe,Renegade Heaven,Other,RockGamer,2001,339000
Bring It On! - Jet Set Radio Evolution,Bangaa Bae,Jet Set Radio Evolution OST,video game ost,Creeel,2020,229824
Tokyo Speedrun - Jet Set Radio Evolution,Bangaa Bae,Jet Set Radio Evolution OST,video game ost,Creeel,2020,206518
"The Epic, Part 3.7 (RBN Remix)",Bankai,Game Mixes,Pop/Dance/Electronic,FreenInGreen,2011,312000
"The Epic, Part 3.7 (RBN Remix)",Bankai,Game Mixes,Pop/Dance/Electronic,FreenInGreen,2011,312000
Someone to You,BANNERS,Where the Shadow Ends,alternative,"Harmonix, Rhythm Authors",2019,220799
Já Que Me Ensinou a Beber,Barões da Pisadinha,Batom de Ouro,Forró,Matharu,2019,161193
Threads,Barefoot Truth,Threads,Rock,Unknown Charter,2010,287923
Thinking Emoji,Barely March,Marely Barch,punk,"Harmonix, Rhythm Authors",2018,194525
One Week,Barenaked Ladies,Stunt,Rock,Harmonix,1998,170562
99,Barns Courtney,404,alternative,"Harmonix, Rhythm Authors",2019,202498
Wrecking Ball PARODY,Bart Baker,Greatest Hits 2013,PARODY,DeepFriedDVD,2013,288670
